province,district,subdistrict,population_63,household_63
จังหวัดบุรีรัมย์ ,พุทไธสง,ตำบลบ้านยาง ,8258,2180
จังหวัดบุรีรัมย์ ,พุทไธสง,ตำบลหายโศก ,5257,1590
จังหวัดบุรีรัมย์ ,ลำปลายมาศ,ตำบลลำปลายมาศ ,90,1
จังหวัดบุรีรัมย์ ,ลำปลายมาศ,ตำบลหนองคู ,5251,1751
จังหวัดบุรีรัมย์ ,ลำปลายมาศ,ตำบลแสลงพัน ,9428,2686
จังหวัดบุรีรัมย์ ,ลำปลายมาศ,ตำบลทะเมนชัย ,5435,1402
จังหวัดบุรีรัมย์ ,ลำปลายมาศ,ตำบลตลาดโพธิ์ ,5546,1644
จังหวัดบุรีรัมย์ ,ลำปลายมาศ,ตำบลหนองกะทิง ,7292,1895
จังหวัดบุรีรัมย์ ,ลำปลายมาศ,ตำบลโคกกลาง ,9179,2422
จังหวัดบุรีรัมย์ ,ลำปลายมาศ,ตำบลโคกสะอาด ,9922,2634
จังหวัดบุรีรัมย์ ,ลำปลายมาศ,ตำบลเมืองแฝก ,10554,2637
จังหวัดบุรีรัมย์ ,ลำปลายมาศ,ตำบลบ้านยาง ,8236,1932
